record_type,signatory_id,source_signatory,actor_type,actor_name,relationship_family,relationship_subtype,degree,path_status,target_signatory,target_is_coalition_signatory,intermediary,investment_vehicle,direction,confidence_tier,ceo_1hop_audit_tier,ceo_2hop_audit_tier,org_investor_among_signatories,external_investors_into_signatory,notes,data_source,full_path,edge_type_raw
relationship,,Emergence Capital,organization,Emergence Capital,corporate_equity,corporate_1hop_direct,1,path_found,Genspark,yes,,Emergence fund,source_holds_equity_in_target,CONFIRMED,,,,,Emergence Capital corporate/CVC direct equity in Genspark,audit_v2,,
relationship,,Emergence Capital,organization,Emergence Capital,corporate_equity,corporate_1hop_direct,1,path_found,Arcee AI,yes,,Emergence fund,source_holds_equity_in_target,CONFIRMED,,,,,Emergence Capital corporate/CVC direct equity in Arcee AI,audit_v2,,
relationship,,Y Combinator,organization,Y Combinator,corporate_equity,corporate_1hop_direct,1,path_found,Replit,yes,,YC,source_holds_equity_in_target,CONFIRMED,,,,,Y Combinator corporate/CVC direct equity in Replit,audit_v2,,
relationship,,AMP,organization,AMP,corporate_equity,corporate_1hop_direct,1,path_found,Black Forest Labs,yes,,AMP direct (Series B co-lead),source_holds_equity_in_target,CONFIRMED,,,,,AMP corporate/CVC direct equity in Black Forest Labs,audit_v2,,
relationship,,AI21,organization,AI21,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,AI21 received investment from signatory NVIDIA,audit_v2,,
relationship,,Cohere,organization,Cohere,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Cohere received investment from signatory NVIDIA,audit_v2,,
relationship,,Hugging Face,organization,Hugging Face,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Hugging Face received investment from signatory NVIDIA,audit_v2,,
relationship,,Mistral,organization,Mistral,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from signatory NVIDIA,audit_v2,,
relationship,,Perplexity,organization,Perplexity,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Perplexity received investment from signatory NVIDIA,audit_v2,,
relationship,,Fireworks AI,organization,Fireworks AI,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Fireworks AI received investment from signatory NVIDIA,audit_v2,,
relationship,,Nebius,organization,Nebius,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Nebius received investment from signatory NVIDIA,audit_v2,,
relationship,,Prime Intellect,organization,Prime Intellect,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Prime Intellect received investment from signatory NVIDIA,audit_v2,,
relationship,,Baseten,organization,Baseten,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Baseten received investment from signatory NVIDIA,audit_v2,,
relationship,,Periodic Labs,organization,Periodic Labs,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Periodic Labs received investment from signatory NVIDIA,audit_v2,,
relationship,,Black Forest Labs,organization,Black Forest Labs,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Black Forest Labs received investment from signatory NVIDIA,audit_v2,,
relationship,,Reflection,organization,Reflection,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Reflection received investment from signatory NVIDIA,audit_v2,,
relationship,,OpenAI,organization,OpenAI,corporate_equity,corporate_1hop_inbound,1,path_found,Microsoft,yes,,Corporate strategic (~27%),target_receives_equity_from_source,CONFIRMED,,,,,OpenAI received investment from signatory Microsoft,audit_v2,,
relationship,,Mistral,organization,Mistral,corporate_equity,corporate_1hop_inbound,1,path_found,Microsoft,yes,,Corporate strategic,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from signatory Microsoft,audit_v2,,
relationship,,Arcee AI,organization,Arcee AI,corporate_equity,corporate_1hop_inbound,1,path_found,Microsoft,yes,,M12,target_receives_equity_from_source,CONFIRMED,,,,,Arcee AI received investment from signatory Microsoft,audit_v2,,
relationship,,Cohere,organization,Cohere,corporate_equity,corporate_1hop_inbound,1,path_found,AMD,yes,,AMD Ventures,target_receives_equity_from_source,CONFIRMED,,,,,Cohere received investment from signatory AMD,audit_v2,,
relationship,,Hugging Face,organization,Hugging Face,corporate_equity,corporate_1hop_inbound,1,path_found,AMD,yes,,AMD Ventures,target_receives_equity_from_source,CONFIRMED,,,,,Hugging Face received investment from signatory AMD,audit_v2,,
relationship,,Cohere,organization,Cohere,corporate_equity,corporate_1hop_inbound,1,path_found,Cisco,yes,,Cisco Investments,target_receives_equity_from_source,CONFIRMED,,,,,Cohere received investment from signatory Cisco,audit_v2,,
relationship,,Mistral,organization,Mistral,corporate_equity,corporate_1hop_inbound,1,path_found,Cisco,yes,,Cisco Investments,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from signatory Cisco,audit_v2,,
relationship,,Hugging Face,organization,Hugging Face,corporate_equity,corporate_1hop_inbound,1,path_found,IBM,yes,,IBM Ventures,target_receives_equity_from_source,CONFIRMED,,,,,Hugging Face received investment from signatory IBM,audit_v2,,
relationship,,Prime Intellect,organization,Prime Intellect,corporate_equity,corporate_1hop_inbound,1,path_found,Dell Technologies,yes,,Dell Technologies Capital,target_receives_equity_from_source,CONFIRMED,,,,,Prime Intellect received investment from signatory Dell Technologies,audit_v2,,
relationship,,Hugging Face,organization,Hugging Face,corporate_equity,corporate_1hop_inbound,1,path_found,Google,yes,,GV,target_receives_equity_from_source,CONFIRMED,,,,,Hugging Face received investment from signatory Google,audit_v2,,
relationship,,Replit,organization,Replit,corporate_equity,corporate_1hop_inbound,1,path_found,Google,yes,,GV,target_receives_equity_from_source,CONFIRMED,,,,,Replit received investment from signatory Google,audit_v2,,
relationship,,Perplexity,organization,Perplexity,corporate_equity,corporate_1hop_inbound,1,path_found,Meta,yes,,NFDG LP,target_receives_equity_from_source,CONFIRMED,,,,,Perplexity received investment from signatory Meta,audit_v2,,
relationship,,Nous Research,organization,Nous Research,corporate_equity,corporate_1hop_inbound,1,path_found,Mozilla,yes,,Mozilla Ventures,target_receives_equity_from_source,CONFIRMED,,,,,Nous Research received investment from signatory Mozilla,audit_v2,,
relationship,,Mistral,organization,Mistral,corporate_equity,corporate_1hop_inbound,1,path_found,ServiceNow,yes,,ServiceNow Ventures,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from signatory ServiceNow,audit_v2,,
relationship,,Periodic Labs,organization,Periodic Labs,corporate_equity,corporate_1hop_inbound,1,path_found,OpenAI,yes,,OpenAI Startup Fund,target_receives_equity_from_source,CONFIRMED,,,,,Periodic Labs received investment from signatory OpenAI,audit_v2,,
relationship,,Mistral,organization,Mistral,corporate_equity,corporate_1hop_inbound,1,path_found,Andreessen Horowitz,yes,,a16z fund,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from signatory Andreessen Horowitz,audit_v2,,
relationship,,Replit,organization,Replit,corporate_equity,corporate_1hop_inbound,1,path_found,Andreessen Horowitz,yes,,a16z fund,target_receives_equity_from_source,CONFIRMED,,,,,Replit received investment from signatory Andreessen Horowitz,audit_v2,,
relationship,,Black Forest Labs,organization,Black Forest Labs,corporate_equity,corporate_1hop_inbound,1,path_found,Andreessen Horowitz,yes,,a16z fund,target_receives_equity_from_source,CONFIRMED,,,,,Black Forest Labs received investment from signatory Andreessen Horowitz,audit_v2,,
relationship,,Periodic Labs,organization,Periodic Labs,corporate_equity,corporate_1hop_inbound,1,path_found,Andreessen Horowitz,yes,,a16z fund,target_receives_equity_from_source,CONFIRMED,,,,,Periodic Labs received investment from signatory Andreessen Horowitz,audit_v2,,
relationship,,Genspark,organization,Genspark,corporate_equity,corporate_1hop_inbound,1,path_found,Andreessen Horowitz,yes,,a16z fund,target_receives_equity_from_source,CONFIRMED,,,,,Genspark received investment from signatory Andreessen Horowitz,audit_v2,,
relationship,,Baseten,organization,Baseten,corporate_equity,corporate_1hop_inbound,1,path_found,Andreessen Horowitz,yes,,a16z fund,target_receives_equity_from_source,CONFIRMED,,,,,Baseten received investment from signatory Andreessen Horowitz,audit_v2,,
relationship,,Arena,organization,Arena,corporate_equity,corporate_1hop_inbound,1,path_found,Andreessen Horowitz,yes,,a16z fund,target_receives_equity_from_source,CONFIRMED,,,,,Arena received investment from signatory Andreessen Horowitz,audit_v2,,
