record_type,signatory_id,source_signatory,actor_type,actor_name,relationship_family,relationship_subtype,degree,path_status,target_signatory,target_is_coalition_signatory,intermediary,investment_vehicle,direction,confidence_tier,ceo_1hop_audit_tier,ceo_2hop_audit_tier,org_investor_among_signatories,external_investors_into_signatory,notes,data_source,full_path,edge_type_raw
relationship,,NVIDIA,leader,Jensen Huang,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Prime Intellect,yes,NVentures,NVentures,leader_beneficiary_of_target_equity,INFERRED,,,,,Jensen Huang -> NVentures -> Prime Intellect,incoming_tsv,Jensen Huang -> NVentures -> Prime Intellect,corp_via_fund
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_2hop_portfolio_chain,2,path_found,AI21,yes,Nebius,Nebius,leader_beneficiary_of_target_equity,CONFIRMED,,,,,NVIDIA -> Nebius -> AI21,incoming_tsv,NVIDIA -> Nebius -> AI21,fund_via_portfolio
relationship,,Perplexity,leader,Aravind Srinivas,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Prime Intellect,yes,,angel_equity,leader_direct_stake_in_target,INFERRED,,,,,Aravind Srinivas -> Prime Intellect,incoming_tsv,Aravind Srinivas -> Prime Intellect,angel_equity
relationship,,Y Combinator,leader,Garry Tan,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Perplexity,yes,,angel_equity,leader_direct_stake_in_target,CONFIRMED,,,,,Garry Tan -> Perplexity,incoming_tsv,Garry Tan -> Perplexity,angel_equity
relationship,,Y Combinator,organization,Y Combinator,corporate_equity,corporate_1hop_inbound,1,path_found,DoorDash,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,DoorDash received investment from Y Combinator (incoming),incoming_tsv,Y Combinator -> DoorDash,equity_stake
relationship,,Y Combinator,organization,Y Combinator,corporate_equity,corporate_1hop_direct,1,path_found,DoorDash,yes,,equity_stake,source_holds_equity_in_target,CONFIRMED,,,,,Y Combinator -> DoorDash,incoming_tsv,Y Combinator -> DoorDash,equity_stake
relationship,,Y Combinator,organization,Y Combinator,corporate_equity,corporate_1hop_inbound,1,path_found,Replit,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,Replit received investment from Y Combinator (incoming),incoming_tsv,Y Combinator -> Replit,equity_stake
relationship,,Y Combinator,organization,Y Combinator,corporate_equity,corporate_1hop_inbound,1,path_found,Ollama,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,Ollama received investment from Y Combinator (incoming),incoming_tsv,Y Combinator -> Ollama,equity_stake
relationship,,Y Combinator,organization,Y Combinator,corporate_equity,corporate_1hop_direct,1,path_found,Ollama,yes,,equity_stake,source_holds_equity_in_target,CONFIRMED,,,,,Y Combinator -> Ollama,incoming_tsv,Y Combinator -> Ollama,equity_stake
relationship,,Y Combinator,organization,Y Combinator,corporate_equity,corporate_1hop_inbound,1,path_found,AMP,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,AMP received investment from Y Combinator (incoming),incoming_tsv,Y Combinator -> AMP,equity_stake
relationship,,Y Combinator,organization,Y Combinator,corporate_equity,corporate_1hop_direct,1,path_found,AMP,yes,,equity_stake,source_holds_equity_in_target,CONFIRMED,,,,,Y Combinator -> AMP,incoming_tsv,Y Combinator -> AMP,equity_stake
relationship,,Y Combinator,leader,Garry Tan,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,DoorDash,yes,Y Combinator,Y Combinator,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Garry Tan -> YC -> DoorDash,incoming_tsv,Garry Tan -> YC -> DoorDash,leadership_via_org
relationship,,Y Combinator,leader,Garry Tan,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Ollama,yes,Y Combinator,Y Combinator,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Garry Tan -> YC -> Ollama,incoming_tsv,Garry Tan -> YC -> Ollama,leadership_via_org
relationship,,Y Combinator,leader,Garry Tan,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,AMP,yes,Y Combinator,Y Combinator,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Garry Tan -> YC -> AMP,incoming_tsv,Garry Tan -> YC -> AMP,leadership_via_org
relationship,,Y Combinator,organization,Y Combinator,corporate_equity,corporate_2hop_portfolio_chain,2,path_found,Periodic Labs,yes,AMP,AMP,leader_beneficiary_of_target_equity,INFERRED,,,,,Y Combinator -> AMP -> Periodic Labs,incoming_tsv,Y Combinator -> AMP -> Periodic Labs,fund_via_portfolio
relationship,,IBM,organization,IBM,corporate_equity,corporate_1hop_direct,1,path_found,Mistral,yes,,IBM Enterprise AI Venture Fund,source_holds_equity_in_target,CONFIRMED,,,,,IBM Enterprise AI Venture Fund; Series B Jun 2024,research_markdown_v4,IBM -> Mistral,equity_stake
relationship,,OpenAI,organization,OpenAI,corporate_equity,corporate_1hop_direct,1,path_found,AMD,yes,,AMD warrant agreement,source_holds_equity_in_target,CONFIRMED,,,,,"AMD warrants up to 160M shares (~10%) at $0.01, milestone-vested unvested mid-2026 (AMD 8-K Oct 2025)",research_markdown_v4,OpenAI -> AMD,equity_stake
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Block,yes,,a16z fund / 13F,source_holds_equity_in_target,CONFIRMED,,,,,a16z 13F position in Block Q2 2025,research_markdown_v4,Andreessen Horowitz -> Block,equity_stake
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,DoorDash,yes,,a16z fund / 13F,source_holds_equity_in_target,CONFIRMED,,,,,a16z 13F position in DoorDash,research_markdown_v4,Andreessen Horowitz -> DoorDash,equity_stake
relationship,,Y Combinator,organization,Y Combinator,corporate_equity,corporate_1hop_direct,1,path_found,OpenAI,yes,,YC fund,source_holds_equity_in_target,INFERRED,,,,,"~0.6% reported, single source unverified",research_markdown_v4,Y Combinator -> OpenAI,equity_stake
relationship,,Y Combinator,organization,Y Combinator,corporate_equity,corporate_1hop_direct,1,path_found,Morph,yes,,YC fund,source_holds_equity_in_target,CONFIRMED,,,,,YC S23 morphllm (not Morph.ai),research_markdown_v4,Y Combinator -> Morph,equity_stake
relationship,,Google,organization,Google,corporate_equity,corporate_1hop_direct,1,path_found,Cloudflare,yes,,CapitalG,source_holds_equity_in_target,CONFIRMED,,,,,CapitalG pre-IPO Cloudflare investor,research_markdown_v4,Google -> Cloudflare,equity_stake
relationship,,Microsoft,organization,Microsoft,corporate_equity,corporate_1hop_direct,1,path_found,Cloudflare,yes,,M12 / corporate,source_holds_equity_in_target,CONFIRMED,,,,,Pre-IPO Cloudflare investor,research_markdown_v4,Microsoft -> Cloudflare,equity_stake
relationship,,Hugging Face,leader,Clément Delangue,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Arcee AI,yes,,personal angel,leader_direct_stake_in_target,CONFIRMED,,,,,Clément Delangue personal seed angel,research_markdown_v4,Clément Delangue -> Arcee AI,angel_equity
relationship,,Hugging Face,leader,Clément Delangue,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Trajectory,yes,,personal angel,leader_direct_stake_in_target,CONFIRMED,,,,,Clément Delangue personal angel,research_markdown_v4,Clément Delangue -> Trajectory,angel_equity
relationship,,Hugging Face,leader,Clément Delangue,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Black Forest Labs,yes,,personal angel,leader_direct_stake_in_target,CONFIRMED,,,,,Clément Delangue personal angel,research_markdown_v4,Clément Delangue -> Black Forest Labs,angel_equity
relationship,,Mistral,organization,Mistral,corporate_equity,corporate_1hop_inbound,1,path_found,IBM,yes,,IBM Enterprise AI Venture Fund,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from IBM,research_markdown_v4,IBM -> Mistral,equity_stake
relationship,,AMD,organization,AMD,corporate_equity,corporate_1hop_inbound,1,path_found,OpenAI,yes,,AMD warrant agreement,target_receives_equity_from_source,CONFIRMED,,,,,AMD received warrant position from OpenAI,research_markdown_v4,OpenAI -> AMD,equity_stake
relationship,,Block,organization,Block,corporate_equity,corporate_1hop_inbound,1,path_found,Andreessen Horowitz,yes,,a16z fund / 13F,target_receives_equity_from_source,CONFIRMED,,,,,Block received a16z 13F investment,research_markdown_v4,Andreessen Horowitz -> Block,equity_stake
relationship,,Cloudflare,organization,Cloudflare,corporate_equity,corporate_1hop_inbound,1,path_found,Google,yes,,CapitalG,target_receives_equity_from_source,CONFIRMED,,,,,Cloudflare received CapitalG pre-IPO investment,research_markdown_v4,Google -> Cloudflare,equity_stake
relationship,,Cloudflare,organization,Cloudflare,corporate_equity,corporate_1hop_inbound,1,path_found,Microsoft,yes,,M12 / corporate,target_receives_equity_from_source,CONFIRMED,,,,,Cloudflare received Microsoft pre-IPO investment,research_markdown_v4,Microsoft -> Cloudflare,equity_stake
relationship,,Morph,organization,Morph,corporate_equity,corporate_1hop_inbound,1,path_found,Y Combinator,yes,,YC fund,target_receives_equity_from_source,CONFIRMED,,,,,Morph (morphllm) received YC investment,research_markdown_v4,Y Combinator -> Morph,equity_stake
relationship,,OpenAI,organization,OpenAI,corporate_equity,corporate_1hop_inbound,1,path_found,Y Combinator,yes,,YC fund,target_receives_equity_from_source,INFERRED,,,,,OpenAI received reported YC fund stake (~0.6% unverified),research_markdown_v4,Y Combinator -> OpenAI,equity_stake
relationship,,Arcee AI,organization,Arcee AI,corporate_equity,corporate_1hop_inbound,1,path_found,Hugging Face,yes,,personal angel,target_receives_equity_from_source,CONFIRMED,,,,,Arcee AI received Delangue personal seed angel,research_markdown_v4,Hugging Face -> Arcee AI,equity_stake
relationship,,Trajectory,organization,Trajectory,corporate_equity,corporate_1hop_inbound,1,path_found,Hugging Face,yes,,personal angel,target_receives_equity_from_source,CONFIRMED,,,,,Trajectory received Delangue personal angel,research_markdown_v4,Hugging Face -> Trajectory,equity_stake
relationship,,Black Forest Labs,organization,Black Forest Labs,corporate_equity,corporate_1hop_inbound,1,path_found,Hugging Face,yes,,personal angel,target_receives_equity_from_source,CONFIRMED,,,,,BFL received Delangue personal angel,research_markdown_v4,Hugging Face -> Black Forest Labs,equity_stake
